,dish name,veg_ind,nonveg_ind
,murg makhan wala,0,1
,dal makhani,1,0
,paneer tikka masala,1,0
,chilli chicken,0,1
,paneer tikka masala,1,0
,Kaymi Kai,0,1
,murg tikka masala,0,1
,Tandoori Murgh,0,1
,spicy kung pao chicken,0,1
,chilly garlic,1,1
,desi ghee ki chicken curry,0,1
,Pepper Chicken,0,1
,hakka noodles,1,1
,double spicy fish,0,1
,lemon fish,0,1
,virgin mojito,1,0
,hot and sour soup,1,0
,salli boti,0,1
,kheema pattice,0,1
,paatra ni macchi,0,1
,caramel custard,0,1
,dhan sak(mutton),0,1
,lagan nu custard,0,1
,parsli rotli,1,0
,pallonji's soda raspberry,1,0
,rustam's ginger fizz,1,0
,kolmi no pulao,0,1
,Keema Pattice,0,1
,malai na paratha,1,0
,chicken vindaloo,0,1
,murghi na farcha,0,1
,jardaloo murghi ma salli,0,1
,soya pattice,1,0
,murghi na farcha,0,1
,kolmi no pulao,0,1
,bheeda par eedu,0,1
,kaaju ni marghi,0,1
,Keema Pattice,0,1
,Steamed Basmati Rice,1,0
,crispy honey chilli,1,1
,khao suey,1,1
,Chicken Satay with Peanut Sauce,0,1
,khao suey,1,1
,hawker style fried rice,1,1
,crispy basil leaf chicken,0,1
,house spring rolls,1,1
,darsaan,1,0
,pad thai,1,1
,chicken sui mai,0,1
,thai green curry,1,1
,mocha icecream with chocolate fudge,1,0
,bi-bim bap,1,1
,thai red curry ,1,1
,Sticky Rice,1,0
,basil leaf soup,1,1
,yam sam-o,0,1
,gai yang,0,1
,molten chocolate cake,1,0
,Blueberry Cheese Cake,0,0
,beetroot  and goatcheese salad,1,0
,Warm Chicken Ceasar Salad,0,1
,Dal made in Punjab,1,0
,Murgh Makhani,0,1
,Murgh Malai Tikka,0,1
,Tandoori Murgh,0,1
,Paneer tikka  ,1,0
,Kadhai Paneer,1,0
,Paneer Tikka Lababdar,1,0
,Railway Mutton Curry,0,1
,Papdi Chat,1,0
,Garlic Naan,1,0
,Nizami Tarkari Biryani,0,1
,Beetroot Di Tikki,1,0
,Flambeed Gulab Jamun,1,0
,moong dal halwa,1,0
,Galouti Kebab,0,1
,Malai Kofta,1,0
,Mutton seekh kebab,0,1
,Paneer Tikka Lababdar,1,0
,Mirchi Tandoori Parantha,1,0
,Pindi Chole,1,0
,Amritsari Kulcha,1,0
,Paneer Makhani,1,0
,Paani de Patashe,1,0
,Pudina Tandoori Parantha,1,0
,Kadhai Paneer,1,0
,Palak Patta Chaat,1,0
,Tandoori Roti,1,0
,Murgh Dum Biryani,0,1
,Murgh Makhani,0,1
,Non Veg Platter,0,1
,Butter Naan,1,0
,Aam Panna,1,0
,Amritsari Macchi,0,1
,Sarson da Saag,1,0
,Amritsari Kulcha,1,0
,Crispy Jalebi,1,0
,Dahi Kebab,1,0
,Mushroom Da Shorba,1,0
,Home Style Chicken Curry,0,1
,Tandoori Mushroom,1,0
,Murgh Malai Tikka,0,1
,Keema Kulcha,0,1
,Neembu Paani,1,0
,Subz Galouti,1,0
,Makkai De Roti,1,0
,Dal made in Punjab,1,0
,mexican rice cooked with tomato puree and vegetables,1,0
,lomo de huachinango con salsa veracruzana,0,1
,quesadillas(chicken),0,1
,tostadas,1,1
,el mazateno,0,1
,pollo ranchero,0,1
,Cochinita Pibil,0,1
,pato con reduccion de balsamico,0,1
,quinoa y trejoles negros,1,1
,teppanyaki chicken in hot basil sauce,0,1
,mixed vegetable fried rice ,1,0
,kylin special fried ice cream spring rolls,1,0
,steamed sticky rice,1,0
,grilled pomfret in mustard sauce,0,1
,yasai miso soup,1,0
,prawn tempura,0,1
,Date Roll,1,0
,crispy baby potato with crushed black pepper and bean sprouts,1,0
,chicken teriyaki,0,1
,som tam,1,0
,moong dal halwa,1,0
,dal baati churma,1,0
,special gutta curry ,1,0
,marwari thali ,1,0
,ker sanger,1,0
,bajra roti,1,0
,shikanji,1,0
,bikaneri paratha,1,0
,chaach,1,0
,rajasthani kadhi,1,0
,wafer thin pizzas,1,1
,Philly cheese steak,1,0
,deli bbq chicken burger,0,1
,deli roast chicken,0,1
,beef tenderlion,0,1
,chocolate mud cake,1,0
,ham or turkey and swiss cheese sandwich,0,1
,philly cheese steak,0,1
,philly cheese steak,0,1
,tenderlion burger with the works and wicked sauce,0,1
,chorizo and scamorza pizza,0,1
,citrus salad,1,0
,Creme Brulee,1,0
,seriously garlic bread,1,0
,chorizo and scamorza pizza,0,1
,cheese fondue,1,0
,egg benedict,0,1
,parma ham pizza,0,1
,quiche,0,1
,deli bbq pork ribs,0,1
,caesar salad ,1,1
,fish and chips ,0,1
,seriously sloppy joe,0,1
,fat lulu's vegetarian pizza,1,0
,the soho,0,1
,hudson garlic bread,1,0
,bbq chicken wings,0,1
,chelsea pizza,0,1
,broadway pizza,1,0
,heisenberg pizza,0,1
,own pizza,1,1
,smoking room,0,1
,tijuana,1,0
,hot spot pizza,1,1
,the boss pizza,0,1
,piggy bank pizza ,0,1
,spicy chicken,0,1
,garlic bread ,1,0
,Zerzura Veg Mezze Platter,1,0
,Baklava with hot pistachio Ice-cream,1,0
,chelo kebab,0,1
,M'hanncha with cinnamon ice cream,1,0
,Fresh greek pita sandwich ,1,0
,Stairway to Heaven Cold Coffee,1,0
,Sultan of swings Turkish Chicken,0,1
,Grilled chicken sandwich,0,1
,I want to break free butter chicken Pizza,0,1
,You are beautiful Hawaiian Pizza,1,0
,Sweet emotion chocolate walnut brownie,1,0
,November Rain mojito,1,0
,Rock 'n' Roll Kit Kat shake,1,0
,We are the champion baked nachos,1,0
,I want it all Arabiatta- Pasta,1,0
,Hotel California Chilly Chicken,0,1
,red velvet cake,1,0
,Classic Honey Chilli potato,1,0
,Veg Fried Rice,1,0
,Classic Chilli Chicken,1,1
,chilly garlic noodles,1,0
,Chicken fried noodles with Chinese sausage,0,1
,hakka noodles,1,1
,chicken malai tikka,0,1
,Butter chicken,0,1
,dahi kabab,1,0
,moong dal halwa,1,0
,dal makhani,1,0
,shahi paneer,1,0
,mutton roganjosh,0,1
,pudeena paratha,1,0
,tandoori rotis,1,0
,methi chicken,0,1
, lachha paratha,1,0
,paneer tawa masala,1,0
,garlic naan,1,0
,chicken lababdar,0,1
,fish tikka,0,1
,phirni,1,0
,subzi moong seekh kabab,1,0
,paneer tikka,1,0
,chocolate pudding,1,0
,Fruit Salad,1,0
,chocolate truffle pastry,1,0
,belgium chocolate cake,1,0
,blue berry cheesecake pastry,1,0
,red velvet pastry,1,0
,Chilly Chicken Croissant,0,1
,Belgium chocolate pastry,1,0
,Original Chicken Patty,0,1
,chicken shawarma,0,1
,Creamy Chicken lollypop,0,1
,chilly chicken,0,1
,honey chilly potato,1,0
,Ramly Chicken/Paneer Burger,1,1
,Chicken Orley,0,1
,Tandoori Chicken sandwich,0,1
,galouti kebab,0,1
,paneer tikka,1,0
,Sabz galouti kabab,0,1
,gulab jamun,1,0
,tandoori roti,1,0
,murgh tikka,0,1
,Bhuna murgh Tikka,0,1
,machii tikka,0,1
,lagan ki chop,1,0
,Spicy Chicken Tikka,0,1
,kadhai chicken boneless,0,1
,dal makhni,1,0
,gulab jamun,1,0
,butter naan,1,0
,paneer tikka,1,0
,Matka chicken biryani,0,1
,garlic naan,1,0
,kadhai paneer,1,0
,The Chowk special Kebab platter,1,1
,tandoori Murgh,0,1
,dahi ke kabab,1,0
,hara kabab,1,0
,chicken banno kabab,0,1
,rara gosht,0,1
,paneer Makhani,1,0
,garlic bread,1,0
,banoffee pie,1,0
,calabrese pizza,0,1
,"Dough balls ""Pizza Express""",1,0
,etna pizza,0,1
,polpette,0,1
,cheese cake,1,0
,goat's cheese salad,0,1
,pollo forza pizza,0,1
,Red Italian Gelato,1,0
,giardiniera pizza,1,0
,Pollo pesto baked pasta,0,1
,affumicato pizza,0,1
,berry fresca,1,0
,Tagliatelle pollo bolognese pasta,0,1
,penne siciliana pasta,1,0
,tiramisu,1,0
,chur chur paranthas(veg),1,0
,dal makhmali,1,0
,sharabi parantha,1,0
,dahi ke kebab,1,0
,aloo paratha,1,0
,murgh musallam,0,1
,makhmali murgh,0,1
,njp special egg paratha,0,1
,chur chur paranthas,0,1
,rabri parantha,1,0
,chicken tikka parantha,0,1
,chicken keema,0,1
,paan kulfi,1,0
,chilly chicken,0,1
,honey chilli potatoes,1,0
,fried rice ,1,1
,chilli garlic noodles ,1,1
,shredded chicken ,0,1
,dahi ke sholay,1,0
,mystery dal,1,0
,crispy honey chilly potato,1,0
,butter naan,1,0
,tandoori chicken,0,1
,garlic bread ,1,0
,chocolate truffle cake,1,0
,red velvet muffin,1,0
,grilled veg cheese sandwich,1,0
,roasted tikki cheese burger,1,0
,iced tea,1,0
,mutton kasha,0,1
,aloo posto,1,0
,dhokar dalna,1,0
,aloo bhaja,1,0
,rehu kalia,0,1
,chicken kasha,0,1
,chingri malai curry,0,1
,special thali,1,0
,plain rice,1,0
,Maa Tara special thali,1,1
,moong dal,1,0
,Aloo bhaja,1,0
,chicken biryani,0,1
,mutton biryani,0,1
,luchi (poori),1,0
,mishti doi,1,0
,pabdar sarisa,0,1
,macher matha,0,1
,veg thaali,1,0
,pabdar jhol,0,1
,cholar dal,1,0
,pan fried calamari,0,1
,crème brulee of the week,1,0
,valrhona dark chocolate mousse,1,0
,Pistachio crusted chicken liver parfait and port wine reduction,0,1
,lamb confit with red onion jam and glazed vegetables,0,1
,Pistachio crusted chicken liver parfait and port wine reduction,0,1
,Bistro soup,1,0
,fillet steak with french fries or salad,0,1
,bistro's fish,0,1
,chicken breast sandwich,0,1
,royal chocolate,1,0
,mille feuille,1,0
,almond croissant,1,0
,raspberry mousse,1,0
,Paris best pastry ,1,0
,salted caramel macaroon,1,0
,opera pastries,1,0
,chocolate croissant,1,0
,bbq chicken burger,0,1
,veggie veg burger,1,0
,bbq chicken steak,0,1
,white cheesy sauce pasta,1,1
,garlic bread,1,0
,grilled fish steak,0,1
,country fried chicken burger,0,1
,chicken schnitzel steak,0,1
,grilled chicken stuffed cheese,0,1
,mushroom chicken steak,0,1
,kuzart special lamb burger,0,1
,grilled cottage cheese steak,1,0
,the veggie veg hulk burger,1,0
,home made peri peri sauce,1,0
,grilled cottage cheese burger,1,0
,home made peri peri chicken burger,0,1
,chicken tikka roll,0,1
,mutton seekh roll,0,1
,veg paneer tikka roll,1,0
,roomali roti,1,0
,chicken haryali roll,0,1
,mutton tikka,0,1
,mutton tikka roll,0,1
,fish tikka,0,1
,zinger chicken burger,0,1
,hot wings,0,1
,rice bowlz,1,1
,chicken popcorn,0,1
,dal dhungaar,1,0
,vanilla crème brulee,1,0
,paneer tikka,1,0
,crispy chicken with mayo,0,1
,RUM & cream cheese pasta,1,1
,chilli potato,1,0
,choclate bomb,1,0
,crispy chicken with mayo,0,1
,cheese garlic bread,1,0
,classic mojito,1,0
,pesto cream pasta ,1,1
,chilli paneer,1,0
,cheese cake,1,0
,chilli chicken,0,1
,Rum & Cream Cheese Pasta,1,1
,Grilled Chicken Pesto Pizza,0,1
,Arrabiata Pasta,1,1
,Basil Chicken,0,1
,Nachos ,1,0
,Chilly Garlic Noodles,1,1
,Strawberry Margarita,1,0
,Black Rice California Roll,1,0
,Guppy Signature Pork Belly,0,1
,Garlic Fried Rice,1,0
,Tiger Prawn Tempura,0,1
,Grilled Chicken Breast,0,1
,Chicken Karaage,0,1
,Prawn Gyoza,0,1
,Exotic Mushroom Gyoza,1,0
,Miso Soup,0,1
,Mushroom Suimono,1,0
,Chashu Ramen (Shoyu or Miso),0,1
,Udon Noodles,1,1
,Guppy House Salad,1,0
,Green Tea,1,0
,Guppy Signature Black Cod,0,1
,Chicken Karaage,0,1
,Crisp Vegetable Harumaki,1,0
,Red Velvet Cake,1,0
,Grilled Jumbo Prawn,0,1
,Steamed Rice,1,0
,Exotic Teppanyaki Vegetables,1,0
,Warm Apple and Prune Pie,1,0
,Spicy Salmon Roll,0,1
,London Doner Kebab ,1,1
,Factory SplChicken Tambaki,0,1
,Factory Style Dry Chilly Chicken,0,1
,Daal E Makhani,1,0
,Butter Chicken ,0,1
,Factory Spl Peri Peri Chicken Pizza,0,1
,Duo of Mutton Seekh Kebab - Kadak/ Lakhnavi,0,1
,Coconut Caramel Custard,1,0
,melon melange,1,0
,Jamaican Jerk Chicken with Gnocchi,0,1
,Brazillian Garlic Marinade Fish & Rice,0,1
,Vegetables in BBQ Sauce & Mexican Rice,1,0
,Chicken Tandoori,0,1
,Chocolate Fondant,0,1
,Bomb Alaska,1,0
,Amritsari Fried Fish,0,1
,Crème Brulee,1,0
,Fish Tandoori,0,1
,Fish Fry,0,1
,Mutton Korma,0,1
,Chicken Malai Tikka,0,1
,Egg pakora,0,1
,Mutton Seekh Kebab,0,1
,Chicken Tandoori,0,1
,Roomali Roti,1,0
,Mutton Tikka,0,1
,Karamchari Kadhai Paneer,1,0
,Paneer Butter Masala,1,0
,Hot Coffee,1,0
,Fried Rice,1,1
,Fayian Chicken,0,1
,Chilli Garlic Noodles,1,1
,Chicken Pepper Salt,0,1
,Chicken Singapore/ Sweet Sour,0,1
,Kung Pao Chicken,0,1
,Honey Chicken,0,1
,Clear Wonton Soup,1,1
,Chopsuey American,1,1
,Hot & Sour Soup,1,1
,Channa Bhatura,1,0
,Dahi Bhalla,1,0
,Shahi Paneer,1,0
,Parantha Malabari/ South Indian,1,0
,Mangalorian Chicken Curry,0,1
,Crab Masala Fry,0,1
,Mutton Pepper Fry,0,1
,Chicken Thaal,0,1
,Paneer Tikka ,1,0
,Dal Makhani,1,0
,Fish Puli Munchi,1,0
,Virgin Mojito,1,0
,Mangalorian Chicken Curry,0,1
,Murg Makhanwala,1,0
,Appam,1,0
,Vegetable Stew,1,0
,Chicken Stew,0,1
,Cold Coffee,1,0
,Chicken Sandwich,0,1
,Cheese (Paneer) Ball,1,0
,Hazelnut Cold Coffee,1,0
,Chicken Patty,0,1
,Paneer Tikka Sandwich,1,0
,Mocha Cold Coffee,1,0
,Hazelnut Cold Coffee,1,0
,Khameeri Roti,1,0
,Makhani Dal,1,0
,Murg Tikka Lababdar,0,1
,Dal Sultani,1,0
,Nizami Tarkari Biryani,0,1
,Deghi Mirch ka Paneer Tikka,1,0
,Amritsari Tali Machchi,0,1
,Laal Maas,0,1
,Chili Chicken Dry,0,1
,Fried Rice,1,1
,Diced Chicken BBQ & Pepper,0,1
,Hakka Noodles,1,1
,Vegetable Spring Rolls,1,0
,Potato Honey Chili Dry,1,0
,Sweet Corn Soup,1,1
,Diced Chicken BBQ & Pepper,0,1
,Dry Vegetable Manchurian,1,0
,Tandoori Chicken,0,1
,Khamiri Roti,1,0
,Afgani Chicken,0,1
,Butter Chicken,0,1
,Chicken Korma,0,1
,Chicken Fry,0,1
,Rumali Roti,1,0
,Mutton Korma,0,1
,Chicken Korma,0,1
,Mutton Nehari,0,1
,Tandoori Chicken Wheat Momos,0,1
,Chicken Garlic Sandwich,0,1
,Chicken Shawarma,0,1
,Tandoori Chicken Wheat Momos,0,1
,Angry Chicken Sandwich,0,1
,Pizza N' Cheese Sandwich,1,0
,Bihari Gosht Burger,0,1
,White Guy Mutton Burger,0,1
,Nani's Rajma Burger,1,0
,Achari Mutton Burger,0,1
,Moroccan Fries,1,0
,Hot Shock Fries,1,0
,Potato Crunch Burger,1,0
,Falafel Bomb Burger,1,0
,Chicken Steak Meal,0,1
,Chicken Sandwich,0,1
,Chocolate Truffle Cake ,1,0
,Mix Fruit Gateaux,1,0
,Chicken Stroganoff,0,1
,Chicken Burger,0,1
,Chicken Quiche,0,1
,Bar be que Chicken,0,1
,Sweet Chilly Chicken,0,1
,White Sauce Pasta,1,0
,Cold Coffee,1,0
,Cheese Stuffed Garlic Bread,1,0
,Oreo Shake,1,0
,Paneer Grill Sandwich,1,0
,Pasta Sauce Maggi,1,0
,Cheese Maggi,1,0
,Pasta Sauce Maggi,1,0
,Punjabi Pasta,1,0
,Bhathura with Chana,1,0
,Gulabjamun,1,0
,Golgappa Sooji/Atta,1,0
,Papri Chaat,1,0
,Kulfi Falooda,1,0
,Aloo Tikki with Chana,1,0
,Raj Kachori ,1,0
,Dal Makhani,1,0
,Pao Bhaji,1,0
,Gajar ka Halwa,1,0
,Masala Dosa,1,0
,Basil Chicken,0,1
,Non Veg Platter,0,1
,Garlic Bread,1,0
,Minestrone Soup,1,0
,Chicken Supreme ,0,1
,Alfredo Pasta,1,0
,Ella Bella Pizza,1,0
,Chilli Garlic Noodles,1,1
,Fried Rice,1,1
,Fish Red & Green Chilli,0,1
,Amritsari Kulcha Thali,1,0
,Malai Kofta,1,0
,Dal Makhni,1,0
,Chocolate Chunk Muffin,0,1
,Portioned Cream Cheese,1,0
,Iced Tea,1,0
,Red Velvet Cupcake,1,0
,Chicken & Swiss Sandwich,0,1
,Tuna Melt Sandwich,0,1
,Orange Juice,1,0
,Chicken Soup,0,1
,Grilled Chicken Burrito,0,1
,Peri Peri Mac & Cheese Pasta,1,0
,Chocolate Chunk Cookie,0,1
,Blueberry Muffin,0,1
,Chocolate Croissant,1,0
,Murg Afgani,0,1
,Murg Afgani,0,1
,Chicken Biryani,0,1
,Butter Chicken,0,1
,Daal Makhni,1,0
,Chicken Tikka,0,1
,Keema Biryani,0,1
,Shahi Paneer,1,0
,Ravioli di Aragosta,0,1
,Affumicato Pizza di Pollo,0,1
,Tiramisu,1,0
,Souffle alla Gorgonzola,1,0
,Fondente al Cioccolato,1,0
,Pollo Alla Griglia,0,1
,Ravioli di Zucca con Gorgonzola,1,0
,Affumicato Pizza di Pollo,0,1
,Scaloppine di Pollo,0,1
,Minestrone Soup,1,0
,Weiss Bier (Wheat Beer),1,0
,Chicken Tikka ,0,1
,Dahi Papad ke Kebab,1,0
,Schwarzbier (Dark),1,0
,Amber Red Beer,1,0
,Chicken 65,0,1
